Artist,Venue,Location,Date,Year,Price,With,Notes,Setlist,Img,HL,VHL,W
Nuns of the Tundra,Rough Trade Bristol,Bristol,14-Sep,2024,13,Katrina,,Yes,nt140924.jpg,1,1,1
Tchotchke,Brudenell Social Club (Main),Leeds,11-Sep,2024,,Katrina,Support,,,0,0,0
The Lemon Twigs,Brudenell Social Club (Main),Leeds,11-Sep,2024,27.8,Katrina,,,,1,1,1
Redwood,Boom (Millwright Street),Leeds,08-Sep,2024,,Solo,Support,,,0,0,0
Have Mercy,Boom (Millwright Street),Leeds,08-Sep,2024,17.5,Solo,,,,1,1,1
Ultimate Thunder,Millenium Square,Leeds,03-Aug,2024,,Katrina,Support,,,0,0,0
Fat Dog,Millenium Square,Leeds,03-Aug,2024,,Katrina,Support,,,0,0,0
English Teacher,Millenium Square,Leeds,03-Aug,2024,,Katrina,Support,,,0,0,0
Yard Act,Millenium Square,Leeds,03-Aug,2024,33,Katrina,,,,1,1,1
Holding Absence,Victoria Warehouse,Manchester,28-Jul,2024,,Solo,Festival,Yes,ha280724.jpg,0,0,0
Humanity's Last Breath,Victoria Warehouse,Manchester,28-Jul,2024,,Solo,Festival,,,0,0,0
Leprous,Victoria Warehouse,Manchester,28-Jul,2024,0,Solo,Festival,,,1,1,1
saturdays at your place,Key Club,Leeds,24-Jul,2024,,Solo,Support,,,0,0,0
Free Throw,Key Club,Leeds,24-Jul,2024,18.5,Solo,,,,1,1,1
Soft Play,The Wardrobe,Leeds,23-Jul,2024,23.49,Katrina,,Yes,sp230724.jpg,1,1,1
Mould,2000 Trees Festival,Upcote Farm,13-Jul,2024,,Katrina,Festival,,,0,0,0
68,2000 Trees Festival,Upcote Farm,13-Jul,2024,,Katrina,Festival,,,0,0,0
Michael Cera Palin,2000 Trees Festival,Upcote Farm,13-Jul,2024,,Katrina,Festival,,,0,0,0
Interlaker,2000 Trees Festival,Upcote Farm,13-Jul,2024,,Katrina,Festival,,,0,0,0
Indoor Pets,2000 Trees Festival,Upcote Farm,13-Jul,2024,,Katrina,Festival,,,0,0,0
Dune Rats,2000 Trees Festival,Upcote Farm,13-Jul,2024,,Katrina,Festival,,,0,0,0
Every Hell,2000 Trees Festival,Upcote Farm,13-Jul,2024,,Katrina,Festival,,,0,0,0
Roe Kapara,2000 Trees Festival,Upcote Farm,13-Jul,2024,,Katrina,Festival,,,0,0,0
Into It. Over It.,2000 Trees Festival,Upcote Farm,13-Jul,2024,,Katrina,Festival,,,0,0,0
House of Women,2000 Trees Festival,Upcote Farm,13-Jul,2024,,Katrina,Festival,,,0,0,0
Cleopatrick,2000 Trees Festival,Upcote Farm,13-Jul,2024,,Katrina,Festival,,,0,0,0
Angel Du$t,2000 Trees Festival,Upcote Farm,13-Jul,2024,,Katrina,Festival,,,0,0,0
Death from Above 1979,2000 Trees Festival,Upcote Farm,13-Jul,2024,,Katrina,Festival,,,0,0,0
Blanket,2000 Trees Festival,Upcote Farm,13-Jul,2024,,Katrina,Festival,,,0,0,0
Frank Turner,2000 Trees Festival,Upcote Farm,13-Jul,2024,,Katrina,Festival,,,0,0,0
Creeper,2000 Trees Festival,Upcote Farm,13-Jul,2024,,Katrina,Festival,Yes,cr130724.jpg,0,0,0
Don Broco,2000 Trees Festival,Upcote Farm,13-Jul,2024,46.88,Katrina,Festival,,,1,1,1
Bex,2000 Trees Festival,Upcote Farm,12-Jul,2024,,Katrina,Festival,,,0,0,0
Artio,2000 Trees Festival,Upcote Farm,12-Jul,2024,,Katrina,Festival,,,0,0,0
Sløtface,2000 Trees Festival,Upcote Farm,12-Jul,2024,,Katrina,Festival,,,0,0,0
King Nun,2000 Trees Festival,Upcote Farm,12-Jul,2024,,Katrina,Festival,,,0,0,0
The Rumjacks,2000 Trees Festival,Upcote Farm,12-Jul,2024,,Katrina,Festival,,,0,0,0
Tropic Gold,2000 Trees Festival,Upcote Farm,12-Jul,2024,,Katrina,Festival,,,0,0,0
iDestroy,2000 Trees Festival,Upcote Farm,12-Jul,2024,,Katrina,Festival,,,0,0,0
Unpeople,2000 Trees Festival,Upcote Farm,12-Jul,2024,,Katrina,Festival,,,0,0,0
Sweet Pill,2000 Trees Festival,Upcote Farm,12-Jul,2024,,Katrina,Festival,,,0,0,0
Guilt Trip,2000 Trees Festival,Upcote Farm,12-Jul,2024,,Katrina,Festival,,,0,0,0
Lauren Hibberd,2000 Trees Festival,Upcote Farm,12-Jul,2024,,Katrina,Festival,,,0,0,0
Bears in Trees,2000 Trees Festival,Upcote Farm,12-Jul,2024,,Katrina,Festival,,,0,0,0
Palm Reader,2000 Trees Festival,Upcote Farm,12-Jul,2024,,Katrina,Festival,,,0,0,0
Thumpasaurus,2000 Trees Festival,Upcote Farm,12-Jul,2024,,Katrina,Festival,,,0,0,0
The Chats,2000 Trees Festival,Upcote Farm,11-Jul,2024,46.88,Katrina,Festival,,,1,1,1
The Oozes,2000 Trees Festival,Upcote Farm,11-Jul,2024,,Katrina,Festival,,,0,0,0
Spanish Love Songs,2000 Trees Festival,Upcote Farm,11-Jul,2024,,Katrina,Festival,,,0,0,0
Meryl Streek,2000 Trees Festival,Upcote Farm,11-Jul,2024,,Katrina,Festival,,,0,0,0
VOWER,2000 Trees Festival,Upcote Farm,11-Jul,2024,,Katrina,Festival,,,0,0,0
Static Dress,2000 Trees Festival,Upcote Farm,11-Jul,2024,,Katrina,Festival,Yes,sd110724.jpg,0,0,0
NOBRO,2000 Trees Festival,Upcote Farm,11-Jul,2024,,Katrina,Festival,,,0,0,0
Spanish Love Songs,2000 Trees Festival,Upcote Farm,11-Jul,2024,,Katrina,Festival,,,0,0,0
Movements,2000 Trees Festival,Upcote Farm,11-Jul,2024,,Katrina,Festival,,,0,0,0
Boston Manor,2000 Trees Festival,Upcote Farm,11-Jul,2024,,Katrina,Festival,,,0,0,0
Manchester Orchestra,2000 Trees Festival,Upcote Farm,11-Jul,2024,,Katrina,Festival,,,0,0,0
Hot Mulligan,2000 Trees Festival,Upcote Farm,11-Jul,2024,,Katrina,Festival,,,0,0,0
Better Lovers,2000 Trees Festival,Upcote Farm,11-Jul,2024,,Katrina,Festival,,,0,0,0
The Gaslight Anthem,2000 Trees Festival,Upcote Farm,11-Jul,2024,46.87,Katrina,Festival,,,1,1,1
Exit Child,2000 Trees Festival,Upcote Farm,10-Jul,2024,,Katrina,Festival,,,0,0,0
Kite Thief,2000 Trees Festival,Upcote Farm,10-Jul,2024,,Katrina,Festival,,,0,0,0
Carsick,2000 Trees Festival,Upcote Farm,10-Jul,2024,,Katrina,Festival,,,0,0,0
Lambrini Girls,2000 Trees Festival,Upcote Farm,10-Jul,2024,,Katrina,Festival,,,0,0,0
Enola Gay,2000 Trees Festival,Upcote Farm,10-Jul,2024,,Katrina,Festival,,,0,0,0
Frozemode,2000 Trees Festival,Upcote Farm,10-Jul,2024,,Katrina,Festival,,,0,0,0
Boston Manor,2000 Trees Festival,Upcote Farm,10-Jul,2024,46.87,Katrina,Festival,,,1,1,1
The Pretty Reckless,Wembley Stadium,London,07-Jul,2024,,Katrina,Support,,,0,0,0
AC/DC,Wembley Stadium,London,07-Jul,2024,102.5,Katrina,,,,1,1,1
Balancing Act,Shepherds Bush Empire,London,03-Jul,2024,,Katrina,Support,,,0,0,0
iDKHOW,Shepherds Bush Empire,London,03-Jul,2024,31.58,Katrina,,,,1,1,1
The Paperclips,Ushi's Coffee Corner,Glasgow,27-Jun,2024,,Solo,Support,,,0,0,0
Born Without Bones,Ushi's Coffee Corner,Glasgow,27-Jun,2024,,Solo,Support,,,0,0,0
The Hotelier,Ushi's Coffee Corner,Glasgow,27-Jun,2024,11.59,Solo,Acoustic,,,1,1,1
Nothing But Thieves,Old Trafford,Manchester,21-Jun,2024,,Solo,,,,0,0,0
Green Day,Old Trafford,Manchester,21-Jun,2024,75,Solo,,,,1,1,1
Lord of the Lost,Download Festival,Donington Park,16-Jun,2024,,Katrina,Festival,,,0,0,0
Code Orange,Download Festival,Donington Park,16-Jun,2024,,Katrina,Festival,,,0,0,0
Creeper,Download Festival,Donington Park,16-Jun,2024,,Katrina,Festival,,,0,0,0
Royal Republic,Download Festival,Donington Park,16-Jun,2024,,Katrina,Festival,,,0,0,0
Zebrahead,Download Festival,Donington Park,16-Jun,2024,,Katrina,Festival,,,0,0,0
Tigercub,Download Festival,Donington Park,16-Jun,2024,,Katrina,Festival,,,0,0,0
Of Mice & Men,Download Festival,Donington Park,16-Jun,2024,,Katrina,Festival,,,0,0,0
Thy Art Is Murder,Download Festival,Donington Park,16-Jun,2024,,Katrina,Festival,,,0,0,0
Atreyu,Download Festival,Donington Park,16-Jun,2024,,Katrina,Festival,,,0,0,0
Limp Bizkit,Download Festival,Donington Park,16-Jun,2024,,Katrina,Festival,,,0,0,0
Counterparts,Download Festival,Donington Park,16-Jun,2024,,Katrina,Festival,,,0,0,0
Avenged Sevenfold,Download Festival,Donington Park,16-Jun,2024,77.54,Katrina,Festival,,,1,1,1
Bambie Thug,Download Festival,Manchester,15-Jun,2024,,Katrina,Festival,,,0,0,0
Knife Bride,Download Festival,Manchester,15-Jun,2024,,Katrina,Festival,,,0,0,0
ALT BLK ERA,Download Festival,Manchester,15-Jun,2024,,Katrina,Festival,,,0,0,0
Calva Louise,Download Festival,Manchester,15-Jun,2024,,Katrina,Festival,,,0,0,0
Frank Carter,Download Festival,Manchester,15-Jun,2024,,Katrina,Festival,,,0,0,0
Karnivool,Download Festival,Manchester,15-Jun,2024,,Katrina,Festival,,,0,0,0
Babymetal,Download Festival,Manchester,15-Jun,2024,,Katrina,Festival,,,0,0,0
Enter Shikari,Download Festival,Manchester,15-Jun,2024,,Katrina,Festival,,,0,0,0
Silverstein,Download Festival,Manchester,15-Jun,2024,,Katrina,Festival,,,0,0,0
Holding Absence,Download Festival,Manchester,15-Jun,2024,,Katrina,Festival,,,0,0,0
Billy Talent,Download Festival,Manchester,15-Jun,2024,,Katrina,Festival,,,0,0,0
Fall Out Boy,Download Festival,Donington Park,15-Jun,2024,77.54,Katrina,Festival,,,1,1,1
HANABIE.,Download Festival,Manchester,14-Jun,2024,,Katrina,Festival,,,0,0,0
Frozemode,Download Festival,Manchester,14-Jun,2024,,Katrina,Festival,,,0,0,0
Mouth Culture,Download Festival,Manchester,14-Jun,2024,,Katrina,Festival,,,0,0,0
The Struts,Download Festival,Manchester,14-Jun,2024,,Katrina,Festival,,,0,0,0
All Them Witches,Download Festival,Manchester,14-Jun,2024,,Katrina,Festival,,,0,0,0
Polyphia,Download Festival,Manchester,14-Jun,2024,,Katrina,Festival,,,0,0,0
Soft Play,Download Festival,Manchester,14-Jun,2024,,Katrina,Festival,,,0,0,0
Black Stone Cherry,Download Festival,Manchester,14-Jun,2024,,Katrina,Festival,,,0,0,0
The Callous Daoboys,Download Festival,Manchester,14-Jun,2024,,Katrina,Festival,,,0,0,0
Mr. Bungle,Download Festival,Manchester,14-Jun,2024,,Katrina,Festival,,,0,0,0
Royal Blood,Download Festival,Manchester,14-Jun,2024,,Katrina,Festival,,,0,0,0
Heilung,Download Festival,Manchester,14-Jun,2024,,Katrina,Festival,,,0,0,0
Busted,Download Festival,Manchester,14-Jun,2024,,Katrina,Festival,,,0,0,0
Queens of the Stone Age,Download Festival,Manchester,14-Jun,2024,77.54,Katrina,Festival,,,1,1,1
Tummyache,The Garage,London,06-Jun,2024,,Solo,Support,,,0,0,0
Shooting Daggers,The Garage,London,06-Jun,2024,,Solo,Support,,,0,0,0
La Dispute,The Garage,London,06-Jun,2024,31.35,Solo,,,,1,1,1
Arm's Length,Slam Dunk Festival North,Leeds,26-May,2024,,Katrina,Festival,,,0,0,0
Beauty School,Slam Dunk Festival North,Leeds,26-May,2024,,Katrina,Festival,,,0,0,0
Big D And The Kids Table,Slam Dunk Festival North,Leeds,26-May,2024,,Katrina,Festival,,,0,0,0
The Red Jumpsuit Apparatus,Slam Dunk Festival North,Leeds,26-May,2024,,Katrina,Festival,,,0,0,0
Head Automatica,Slam Dunk Festival North,Leeds,26-May,2024,,Katrina,Festival,,,0,0,0
Guilt Trip,Slam Dunk Festival North,Leeds,26-May,2024,,Katrina,Festival,,,0,0,0
One Step Closer,Slam Dunk Festival North,Leeds,26-May,2024,,Katrina,Festival,,,0,0,0
Set It Off,Slam Dunk Festival North,Leeds,26-May,2024,,Katrina,Festival,,,0,0,0
As Everything Unfolds,Slam Dunk Festival North,Leeds,26-May,2024,,Katrina,Festival,,,0,0,0
The Blackout,Slam Dunk Festival North,Leeds,26-May,2024,,Katrina,Festival,,,0,0,0
Mallory Knox,Slam Dunk Festival North,Leeds,26-May,2024,,Katrina,Festival,,,0,0,0
The Selecter,Slam Dunk Festival North,Leeds,26-May,2024,,Katrina,Festival,,,0,0,0
La Dispute,Slam Dunk Festival North,Leeds,26-May,2024,,Katrina,Festival,,,0,0,0
L.S. Dunes,Slam Dunk Festival North,Leeds,26-May,2024,,Katrina,Festival,,,0,0,0
Boys Like Girls,Slam Dunk Festival North,Leeds,26-May,2024,,Katrina,Festival,,,0,0,0
Funeral For A Friend,Slam Dunk Festival North,Leeds,26-May,2024,,Katrina,Festival,,,0,0,0
The All-American Rejects,Slam Dunk Festival North,Leeds,26-May,2024,,Katrina,Festival,,,0,0,0
The Wonder Years,Slam Dunk Festival North,Leeds,26-May,2024,100.15,Katrina,Festival,,,1,1,1
The New Eves,Wide Awake Festival,London,25-May,2024,,Katrina,Festival,,,0,0,0
Special Interest,Wide Awake Festival,London,25-May,2024,,Katrina,Festival,,,0,0,0
The Itch,Wide Awake Festival,London,25-May,2024,,Katrina,Festival,,,0,0,0
YHWH Nailgun,Wide Awake Festival,London,25-May,2024,,Katrina,Festival,,,0,0,0
Babe Rainbow,Wide Awake Festival,London,25-May,2024,,Katrina,Festival,,,0,0,0
Lambrini Girls,Wide Awake Festival,London,25-May,2024,,Katrina,Festival,,,0,0,0
C.O.F.F.I.N,Wide Awake Festival,London,25-May,2024,,Katrina,Festival,,,0,0,0
Model/Actriz,Wide Awake Festival,London,25-May,2024,,Katrina,Festival,,,0,0,0
Faux Real,Wide Awake Festival,London,25-May,2024,,Katrina,Festival,,,0,0,0
Dry Cleaning,Wide Awake Festival,London,25-May,2024,,Katrina,Festival,,,0,0,0
The Dare,Wide Awake Festival,London,25-May,2024,,Katrina,Festival,,,0,0,0
Fat Dog,Wide Awake Festival,London,25-May,2024,,Katrina,Festival,,,0,0,0
Squid,Wide Awake Festival,London,25-May,2024,,Katrina,Festival,,,0,0,0
Young Fathers,Wide Awake Festival,London,25-May,2024,,Katrina,Festival,,,0,0,0
Slowdive,Wide Awake Festival,London,25-May,2024,,Katrina,Festival,,,0,0,0
King Gizzard & The Lizard Wizard,Wide Awake Festival,London,25-May,2024,66.76,Katrina,Festival,,,1,1,1
Dryjacket,Key Club,Leeds,19-May,2024,,Katrina,Support,,,0,0,0
Future Teens,Key Club,Leeds,19-May,2024,,Katrina,Support,,,0,0,0
Aaron West,Key Club,Leeds,19-May,2024,22.75,Katrina,,,,1,1,1
Emma Johnson's Gravy Boat,Derwenthorpe Festival,York,18-May,2024,0,Katrina,,,,1,1,1
Sick Joy,Clwb Ifor Bach,Cardiff,03-May,2024,,Katrina,Support,,,0,0,0
Demob Happy,Clwb Ifor Bach,Cardiff,03-May,2024,15.4,Katrina,,,,1,1,1
Sidewinder,Boom (Millwright Street),Leeds,13-Apr,2024,,Katrina,Support,,,0,0,0
Murder Blossom,Boom (Millwright Street),Leeds,13-Apr,2024,,Katrina,Support,,,0,0,0
The Hell,Boom (Millwright Street),Leeds,13-Apr,2024,15.9,Katrina,,,,1,1,1
Mika,Manchester Apollo,Manchester,07-Apr,2024,53.85,"Katrina, Morag",,Yes,mk070424.jpg,1,1,1
Happy Daze,Project House,Leeds,04-Apr,2024,,Solo,Support,,,0,0,0
Trophy Eyes,Project House,Leeds,04-Apr,2024,20.8,Solo,,,,1,1,1
Holding Absence,Nottingham Arena,Nottingham,05-Apr,2024,,Katrina,Support,,,0,0,0
Dayseeker,Nottingham Arena,Nottingham,05-Apr,2024,,Katrina,Support,,,0,0,0
Pierce the Veil,Nottingham Arena,Nottingham,05-Apr,2024,44.19,Katrina,,,,1,1,1
Gorilla Riot,Factory,Manchester,30-Mar,2024,,Katrina,Support,,,0,0,0
Earl of Hell,Factory,Manchester,30-Mar,2024,,Katrina,Support,,,0,0,0
Alain Johannes,Factory,Manchester,30-Mar,2024,17,Katrina,,,,1,1,1
Loathe,Wembley Arena,London,22-Mar,2024,,Katrina,Support,,,0,0,0
Twin Atlantic,Wembley Arena,London,22-Mar,2024,,Katrina,Support,,,0,0,0
Fightstar,Wembley Arena,London,22-Mar,2024,48.65,Katrina,,,,1,1,1
Zetra,Project House,Leeds,21-Mar,2024,,Katrina,Support,,,0,0,0
Creeper,Project House,Leeds,21-Mar,2024,25.88,Katrina,,,,1,1,1
Ready the Prince,Brudenell Social Club (Main),Leeds,16-Mar,2024,,Katrina,Support,,,0,0,0
DEAD POET SOCIETY,Brudenell Social Club (Main),Leeds,16-Mar,2024,16.38,Katrina,,,,1,1,1
Red Rum Club,Jumbo Records,Leeds,28-Feb,2024,22.24,Katrina,,,,1,1,1
No Wukkas,Brudenell Social Club (Main),Leeds,12-Feb,2024,,Katrina,Support,Yes,nw120224.jpg,0,0,0
Duvet,Brudenell Social Club (Main),Leeds,12-Feb,2024,,Katrina,Support,,,0,0,0
Courting,Brudenell Social Club (Main),Leeds,12-Feb,2024,15.7,Katrina,,,,1,1,1
King Thieves,Fulford Arms,York,10-Feb,2024,,Katrina,Support,,,0,0,0
The Hangnails,Fulford Arms,York,10-Feb,2024,,Katrina,Support,,,0,0,0
King Nun,Fulford Arms,York,10-Feb,2024,12.2,Katrina,,Yes,kn100224.jpg,1,1,1
FEVER 333,Leeds Arena,Leeds,09-Feb,2024,,Katrina,Support,,,0,0,0
Enter Shikari,Leeds Arena,Leeds,09-Feb,2024,40.43,Katrina,,,,1,1,1
Drug Church,Project House,Leeds,07-Feb,2024,,Solo,Support,,,0,0,0
Citizen,Project House,Leeds,07-Feb,2024,27.25,Solo,,Yes,cz070224.jpg,1,1,1
Blame Yourself,The Grove,Newcastle,01-Feb,2024,,Solo,Support,,,0,0,0
Beauty School,The Grove,Newcastle,01-Feb,2024,,Solo,Support,Yes,bs010224.jpg,0,0,0
Arm's Length,The Grove,Newcastle,01-Feb,2024,15.8,Solo,,Yes,al010224.jpg,1,1,1
Margarita Witch Cult,Think Tank,Newcastle,31-Jan,2024,,"Katrina, Richard",Support,,,0,0,0
Bat Sabbath,Think Tank,Newcastle,31-Jan,2024,22.49,"Katrina, Richard",,,,1,1,1
Fern Veh,Brudenell Social Club (Main),Leeds,24-Jan,2024,,Katrina,Support,,,0,0,0
Foxing,Brudenell Social Club (Main),Leeds,24-Jan,2024,17.8,Katrina,,Yes,fx240124.jpg,1,1,1
Static Dress,Sheffield Arena,Sheffield,19-Jan,2024,,Katrina,Support,,,0,0,0
Cassyette,Sheffield Arena,Sheffield,19-Jan,2024,,Katrina,Support,,,0,0,0
Bad Omens,Sheffield Arena,Sheffield,19-Jan,2024,,Katrina,Support,,,0,0,0
Bring Me the Horizon,Sheffield Arena,Sheffield,19-Jan,2024,56.88,Katrina,,,,1,1,1
Mercury,Boom (Millwright Street),Leeds,05-Jan,2024,,Solo,Support,,,0,0,0
Blood Fury,Boom (Millwright Street),Leeds,05-Jan,2024,,Solo,Support,,,0,0,0
Static Dress,Boom (Millwright Street),Leeds,05-Jan,2024,14.5,Solo,,,,1,1,1
Josh Caffe,100 Club,London,22-Dec,2023,,Florian,Support,,,0,0,0
MADMADMAD,100 Club,London,22-Dec,2023,,Florian,Support,,,0,0,0
Warmduscher,100 Club,London,22-Dec,2023,32.76,Florian,,,,1,1,1
Vundabar,Kentish Town Forum,London,17-Dec,2023,,Solo,Support,,,0,0,0
The Front Bottoms,Kentish Town Forum,London,17-Dec,2023,41.1,Solo,,,,1,1,1
HEALTH,Wembley Arena,London,16-Dec,2023,,Katrina,Support,,,0,0,0
Sleep Token,Wembley Arena,London,16-Dec,2023,51.13,Katrina,,,,1,1,1
Fika,Oporto,Leeds,13-Dec,2023,,Katrina,Support,,,0,0,0
Big Special,Oporto,Leeds,13-Dec,2023,12,Katrina,,,,1,1,1
Trash Boat,York Barbican,York,11-Dec,2023,,Katrina,Support,,,0,0,0
Don Broco,York Barbican,York,11-Dec,2023,39.88,Katrina,,,,1,1,1
Spiritual Cramp,Brudenell Social Club (Main),Leeds,08-Dec,2023,,Solo,Support,,,0,0,0
Militarie Gun,Brudenell Social Club (Main),Leeds,08-Dec,2023,17.9,Solo,,,,1,1,1
Killing Me Softly,Warehouse Leeds,Leeds,30-Nov,2023,,Solo,Support,,,0,0,0
Loathe,Warehouse Leeds,Leeds,30-Nov,2023,23,Solo,,,,1,1,1
Sundara Karma,Leeds Beckett Students Union,Leeds,29-Nov,2023,22.75,Solo,,,,1,1,1
Dark Divine,Stylus,Leeds,25-Nov,2023,,Solo,Support,,,0,0,0
Thornhill,Stylus,Leeds,25-Nov,2023,,Solo,Support,,,0,0,0
Holding Absence,Stylus,Leeds,25-Nov,2023,21.85,Solo,,,,1,1,1
Softcult,Project House,Leeds,23-Nov,2023,,Solo,Support,,,0,0,0
Movements,Project House,Leeds,23-Nov,2023,18.55,Solo,,,,1,1,1
Thornhill,Manchester Ritz,Manchester,22-Nov,2023,,Solo,Support,,,0,0,0
Holding Absence,Manchester Ritz,Manchester,22-Nov,2023,23.3,Solo,,,,1,1,1
Brian Stone & The Masters Of None,Wroot Village Hall,Wroot,17-Nov,2023,,Katrina,Support,,,0,0,0
Tankus,Wroot Village Hall,Wroot,17-Nov,2023,18.97,Katrina,,,,1,1,1
Lau Noah,Grand Opera House,York,16-Nov,2023,,Katrina,Support,,,0,0,0
Tall Heights,Grand Opera House,York,16-Nov,2023,,Katrina,Support,,,0,0,0
Ben Folds,Grand Opera House,York,16-Nov,2023,52.25,Katrina,,,,1,1,1
Out of Luck,Islington Academy,London,15-Nov,2023,,Solo,Support,,,0,0,0
Bodyweb,Islington Academy,London,15-Nov,2023,,Solo,Support,,,0,0,0
World of Pleasure,Islington Academy,London,15-Nov,2023,,Solo,Support,,,0,0,0
Static Dress,Islington Academy,London,15-Nov,2023,20.75,Solo,,,,1,1,1
The Chats,Manchester Arena,Manchester,14-Nov,2023,,Katrina,Support,,,0,0,0
Queens of the Stone Age,Manchester Arena,Manchester,14-Nov,2023,66.23,Katrina,,,,1,1,1
Origami Angel,Leeds Beckett Students Union,Leeds,11-Nov,2023,,Solo,Support,,,0,0,0
The Wonder Years,Leeds Beckett Students Union,Leeds,11-Nov,2023,21.85,Solo,,,,1,1,1
Bodyweb,Key Club,Leeds,10-Nov,2023,,Solo,Support,,,0,0,0
World of Pleasure,Key Club,Leeds,10-Nov,2023,,Solo,Support,,,0,0,0
Static Dress,Key Club,Leeds,10-Nov,2023,16.9,Solo,,,,1,1,1
The Nightmares,Manchester Academy 1,Manchester,09-Nov,2023,,Katrina,Support,,,0,0,0
Save Face,Manchester Academy 1,Manchester,09-Nov,2023,,Katrina,Support,,,0,0,0
Creeper,Manchester Academy 1,Manchester,09-Nov,2023,29.98,Katrina,,,,1,1,1
Godcaster,Yes (Pink Room),Manchester,04-Nov,2023,,Katrina,Support,,,0,0,0
Model/Actriz,Yes (Pink Room),Manchester,04-Nov,2023,15.44,Katrina,,,,1,1,1
James And The Cold Gun,Leadmill,Sheffield,31-Oct,2023,,Katrina,Support,,,0,0,0
Tigercub,Leadmill,Sheffield,31-Oct,2023,15.4,Katrina,,,,1,1,1
Monuments,Leeds Academy,Leeds,23-Oct,2023,,Katrina,Support,,,0,0,0
As Everything Unfolds,Leeds Academy,Leeds,23-Oct,2023,,Katrina,Support,,,0,0,0
Electric Callboy,Leeds Academy,Leeds,23-Oct,2023,31.03,Katrina,,,,1,1,1
Creeper,Lafayette,London,15-Oct,2023,21.59,Katrina,,,,1,1,1
Creeper,Lafayette,London,15-Oct,2023,22.6,Katrina,,,,1,1,1
Mitsume,WWW X,Tokyo,22-Sep,2023,,Solo,Support,,,0,0,0
Origami Angel,WWW X,Tokyo,22-Sep,2023,,Solo,Support,,,0,0,0
Prince Daddy & The Hyena,WWW X,Tokyo,22-Sep,2023,,Solo,Support,,,0,0,0
oso oso,WWW X,Tokyo,22-Sep,2023,,Solo,Support,,,0,0,0
The Hotelier,WWW X,Tokyo,22-Sep,2023,47.31,Solo,,,,1,1,1
by the end of summer,MUSE,Kyoto,19-Sep,2023,,Katrina,Support,,,0,0,0
ANORAK!,MUSE,Kyoto,19-Sep,2023,,Katrina,Support,,,0,0,0
Origami Angel,MUSE,Kyoto,19-Sep,2023,,Katrina,Support,,,0,0,0
Prince Daddy & The Hyena,MUSE,Kyoto,19-Sep,2023,,Katrina,Support,,,0,0,0
oso oso,MUSE,Kyoto,19-Sep,2023,,Katrina,Support,,,0,0,0
The Hotelier,MUSE,Kyoto,19-Sep,2023,47.31,Katrina,,,,1,1,1
Congratulations,Key Club,Leeds,08-Sep,2023,,Katrina,Support,,,0,0,0
Demob Happy,Key Club,Leeds,08-Sep,2023,15.05,Katrina,,,,1,1,1
Royal Blood,Project House,Leeds,04-Sep,2023,25.24,Katrina,,,,1,1,1
Spanish Love Songs,Stylus,Leeds,01-Sep,2023,,Solo,Support,,,0,0,0
Hot Mulligan,Stylus,Leeds,01-Sep,2023,19.6,Solo,,,,1,1,1
Modern Woman,Belgrave Music Hall,Leeds,30-Aug,2023,,Katrina,Support,,,0,0,0
Ezra Furman,Belgrave Music Hall,Leeds,30-Aug,2023,22,Katrina,,,,1,1,1
Holding Absence,Crash Records,Leeds,29-Aug,2023,5,Solo,,,,1,1,1
Ethel Cain,Piece Hall,Halifax,22-Aug,2023,,"Sam Harper, Paddy",Support,,,0,0,0
boygenius,Piece Hall,Halifax,22-Aug,2023,50,"Sam Harper, Paddy",,,,1,1,1
Allora,The Wardrobe,Leeds,18-Aug,2023,,Katrina,Support,,,0,0,0
No Wukkas,The Wardrobe,Leeds,18-Aug,2023,,Katrina,Support,Yes,nw180823.jpg,0,0,0
Sisterly,The Wardrobe,Leeds,18-Aug,2023,8.45,Katrina,,,,1,1,1
Sobriquet,Boom (Millwright Street),Leeds,15-Aug,2023,,Katrina,Support,,,0,0,0
Love Rarely,Boom (Millwright Street),Leeds,15-Aug,2023,,Katrina,Support,,,0,0,0
The Callous Daoboys,Boom (Millwright Street),Leeds,15-Aug,2023,13.7,Katrina,,,,1,1,1
Thumpasaurus,Summerhall,Edinburgh,13-Aug,2023,16.43,Katrina,,,,1,1,1
Nothing But Thieves,Project House,Leeds,09-Aug,2023,26.73,Katrina,,,,1,1,1
Bonelang,The Black Heart,London,04-Aug,2023,,Katrina,Support,,,0,0,0
Hobo Johnson,The Black Heart,London,04-Aug,2023,28.75,Katrina,,,,1,1,1
Stewart Copeland,Piazza SS Annunziata,Florence,25-Jul,2023,44.17,Solo,,,,1,1,1
Alberta Cross,The Picturedrome,Holmfirth,17-Jul,2023,,Katrina,Support,,,0,0,0
Johnny Marr,The Picturedrome,Holmfirth,17-Jul,2023,34.18,Katrina,,,,1,1,1
Brand of Sacrifice,Roundhouse,London,13-Jul,2023,,Solo,Support,,,0,0,0
Loathe,Roundhouse,London,13-Jul,2023,,Solo,Support,,,0,0,0
Spiritbox,Roundhouse,London,13-Jul,2023,28.85,Solo,,,,1,1,1
Big Special,2000 Trees Festival,Upcote Farm,08-Jul,2023,,Katrina,Festival,Yes,bs080723.jpg,0,0,0
Modern Error,2000 Trees Festival,Upcote Farm,08-Jul,2023,,Katrina,Festival,,,0,0,0
High Vis,2000 Trees Festival,Upcote Farm,08-Jul,2023,,Katrina,Festival,,,0,0,0
