Artist,Venue,Location,Date,Year,Price,With,Notes,Setlist,Img,HL,VHL,W
Miss Vincent,Joiners,Southampton,10-Dec,2022,,Katrina,Support,,,0,0,0
Our Time Down Here,Joiners,Southampton,10-Dec,2022,16.5,Katrina,,,,1,1,1
Phoebe Bridgers,Wembley Arena,London,09-Dec,2022,,Katrina,Nightmare Before Xmas,,,0,0,0
Danny Elfman,Wembley Arena,London,09-Dec,2022,70,Katrina,Nightmare Before Xmas,,,1,1,1
Against the Current,Manchester Academy 1,Manchester,08-Dec,2022,,Katrina,Support,,,0,0,0
Pierce the Veil,Manchester Academy 1,Manchester,08-Dec,2022,35.18,Katrina,,,,1,1,1
King Nun,Stylus,Leeds,30-Nov,2022,,Katrina,Support,,,0,0,0
The HU,Stylus,Leeds,30-Nov,2022,26.56,Katrina,,,,1,1,1
DEAD POET SOCIETY,Key Club,Leeds,27-Nov,2022,,Katrina,Support,,,0,0,0
Badflower,Key Club,Leeds,27-Nov,2022,21.05,Katrina,,,,1,1,1
black midi,Brudenell Social Club (Main),Leeds,26-Nov,2022,13.5,Katrina,,,,1,1,1
Spielmann,Leeds Academy,Leeds,24-Nov,2022,,Katrina,Support,,,0,0,0
Acid Klaus,Leeds Academy,Leeds,24-Nov,2022,,Katrina,Support,,,0,0,0
Yard Act,Leeds Academy,Leeds,24-Nov,2022,18.24,Katrina,,,,1,1,1
Sisterly,Brudenell Social Club (Main),Leeds,23-Nov,2022,,Katrina,Support,,,0,0,0
No Wukkas,Brudenell Social Club (Main),Leeds,23-Nov,2022,,Katrina,Support,Yes,nw231122.jpg,0,0,0
Fizzy Blood,Brudenell Social Club (Main),Leeds,23-Nov,2022,10.95,Katrina,,Yes,fb231122.jpg,1,1,1
The Story So Far,Manchester Academy 1,Manchester,22-Nov,2022,,Henry,Support,,,0,0,0
Rise Against,Manchester Academy 1,Manchester,22-Nov,2022,39.88,Henry,,,,1,1,1
Beauty School,Stylus,Leeds,15-Nov,2022,,Solo,,,,0,0,0
Save Face,Stylus,Leeds,15-Nov,2022,,Solo,,,,0,0,0
The Wonder Years,Stylus,Leeds,15-Nov,2022,21.3,Solo,,,,1,1,1
Lizzy Farrall,Stylus,Leeds,14-Nov,2022,,Katrina,Support,,,0,0,0
Weathers,Stylus,Leeds,14-Nov,2022,,Katrina,Support,,,0,0,0
Cemetery Sun,Stylus,Leeds,14-Nov,2022,,Katrina,Support,,,0,0,0
Set It Off,Stylus,Leeds,14-Nov,2022,16.15,Katrina,,Yes,so141122.jpg,1,1,1
86TVs,Leeds Academy,Leeds,12-Nov,2022,,Solo,Support,,,0,0,0
Jamie T,Leeds Academy,Leeds,12-Nov,2022,45.26,Solo,,Yes,jt121122.jpg,1,1,1
Porcupine Tree,Wembley Arena,London,11-Nov,2022,48,Katrina,,,,1,1,1
Architects,Leeds Arena,Leeds,05-Nov,2022,,Solo,Support,,,0,0,0
Biffy Clyro,Leeds Arena,Leeds,05-Nov,2022,66.2,Solo,,,,1,1,1
Zetra,Roundhouse,London,04-Nov,2022,,Katrina,Support,,,0,0,0
Bad Nerves,Roundhouse,London,04-Nov,2022,,Katrina,Support,,,0,0,0
Creeper,Roundhouse,London,04-Nov,2022,28.18,Katrina,,,,1,1,1
The Throwaway Scene,Satan's Hollow,Manchester,27-Oct,2022,,Katrina,Support,,,0,0,0
Your Misery,Satan's Hollow,Manchester,27-Oct,2022,,Katrina,Support,,,0,0,0
Love Is Noise,Satan's Hollow,Manchester,27-Oct,2022,11.75,Katrina,,Yes,ln271022.jpg,1,1,1
Carm,Leeds Arena,Leeds,19-Oct,2022,,Solo,Support,,,0,0,0
Bon Iver,Leeds Arena,Leeds,19-Oct,2022,43.05,Solo,,,,1,1,1
Higher Power,Manchester Academy 1,Manchester,16-Oct,2022,,Solo,Support,,,0,0,0
Boston Manor,Manchester Academy 1,Manchester,16-Oct,2022,,Solo,Support,Yes,bm161022.jpg,0,0,0
Alexisonfire,Manchester Academy 1,Manchester,16-Oct,2022,28.25,Solo,,Yes,af161022.jpg,1,1,1
Boston Manor,HMV Manchester,Manchester,16-Oct,2022,19.49,Katrina,,,,1,1,1
Touche Amore,Birmingham Academy,Birmingham,15-Oct,2022,,Katrina,Support,,,0,0,0
Thrice,Birmingham Academy,Birmingham,15-Oct,2022,,Katrina,Support,,,0,0,0
Coheed and Cambria,Birmingham Academy,Birmingham,15-Oct,2022,43.68,Katrina,,Yes,cc151022.jpg,1,1,1
New York Brass Band,The Crescent,York,13-Oct,2022,,Katrina,Support,Yes,yb131022.jpg,0,0,0
Tankus,The Crescent,York,13-Oct,2022,16.5,Katrina,,,,1,1,1
Pom Pom Squad,Leeds Beckett Students Union,Leeds,12-Oct,2022,,Solo,Support,,,0,0,0
PUP,Leeds Beckett Students Union,Leeds,12-Oct,2022,21.75,Solo,,,,1,1,1
Sincere Engineer,Manchester Academy 1,Manchester,07-Oct,2022,,Solo,Support,,,0,0,0
Joyce Manor,Manchester Academy 1,Manchester,07-Oct,2022,,Solo,Support,Yes,jm071022.jpg,0,0,0
The Menzingers,Manchester Academy 1,Manchester,07-Oct,2022,26.1,Solo,,,,1,1,1
Pet Needs,Junction,Cambridge,30-Sep,2022,,Solo,Support,,,0,0,0
Frank Turner,Junction,Cambridge,30-Sep,2022,34.5,Solo,,Yes,ft300922.jpg,1,1,1
Bull,Lending Room,Leeds,27-Sep,2022,,Katrina,Support,,,0,0,0
Jeffrey Lewis,Lending Room,Leeds,27-Sep,2022,17.6,Katrina,,,,1,1,1
Loose Articles,Key Club,Leeds,24-Sep,2022,,Katrina,Support,,,0,0,0
Courting,Key Club,Leeds,24-Sep,2022,11.75,Katrina,,,,1,1,1
Low Hummer,The Crescent,York,22-Sep,2022,,Katrina,Support,Yes,lh220922.jpg,0,0,0
English Teacher,The Crescent,York,22-Sep,2022,,Katrina,Support,,,0,0,0
Yard Act,The Crescent,York,22-Sep,2022,15,Katrina,,,,1,1,1
Alex Lahey,Manchester Academy 1,Manchester,15-Sep,2022,,Katrina,Support,,,0,0,0
Manchester Orchestra,Manchester Academy 1,Manchester,15-Sep,2022,24.63,Katrina,,,,1,1,1
As December Falls,Reds Bar,Newcastle,10-Sep,2022,,Katrina,Festival,,,0,0,0
Higher Power,Reds Bar,Newcastle,10-Sep,2022,,Katrina,Festival,,,0,0,0
ZAND,Reds Bar,Newcastle,10-Sep,2022,,Katrina,Festival,,,0,0,0
Rituals,Reds Bar,Newcastle,10-Sep,2022,,Katrina,Festival,,,0,0,0
Cassyette,Domain,Newcastle,10-Sep,2022,,Katrina,Festival,,,0,0,0
Death Blooms,Domain,Newcastle,10-Sep,2022,,Katrina,Festival,,,0,0,0
Static Dress,Domain,Newcastle,10-Sep,2022,,Katrina,Festival,Yes,sd110922.jpg,0,0,0
Modern Error,Reds Bar,Newcastle,10-Sep,2022,,Katrina,Festival,,,0,1,0
Boston Manor,Domain,Newcastle,10-Sep,2022,,Katrina,Festival,,,0,0,0
Creeper,Domain,Newcastle,10-Sep,2022,,Katrina,Festival,,,0,0,0
Frank Carter,Domain,Newcastle,10-Sep,2022,49.5,Katrina,Festival,,,1,1,1
Kevin Morby,Brudenell Social Club (Main),Leeds,06-Sep,2022,20.1,Jack,,,,1,1,1
Paul McCartney,Wembley Stadium,London,03-Sep,2022,,Katrina,Support,,,0,0,0
Stewart Copeland,Wembley Stadium,London,03-Sep,2022,,Katrina,Support,,,0,0,0
James Gang,Wembley Stadium,London,03-Sep,2022,,Katrina,Support,,,0,0,0
The Pretenders,Wembley Stadium,London,03-Sep,2022,,Katrina,Support,,,0,0,0
Violet Grohl,Wembley Stadium,London,03-Sep,2022,,Katrina,Support,,,0,0,0
Wolfgang Van Halen,Wembley Stadium,London,03-Sep,2022,,Katrina,Support,,,0,0,0
Mark Ronson,Wembley Stadium,London,03-Sep,2022,,Katrina,Support,,,0,0,0
Taylor Hawkins & The Coattail Riders,Wembley Stadium,London,03-Sep,2022,,Katrina,Support,,,0,0,0
Chevy Metal,Wembley Stadium,London,03-Sep,2022,,Katrina,Support,,,0,0,0
Supergrass,Wembley Stadium,London,03-Sep,2022,,Katrina,Support,,,0,0,0
Them Crooked Vultures,Wembley Stadium,London,03-Sep,2022,,Katrina,Support,,,0,0,0
AC/DC,Wembley Stadium,London,03-Sep,2022,,Katrina,Support,,,0,0,0
Rush,Wembley Stadium,London,03-Sep,2022,,Katrina,Support,,,0,0,0
Queen,Wembley Stadium,London,03-Sep,2022,,Katrina,Support,,,0,0,0
Liam Gallagher,Wembley Stadium,London,03-Sep,2022,,Katrina,Support,,,0,0,0
Foo Fighters,Wembley Stadium,London,03-Sep,2022,94.63,Katrina,,,,1,1,1
Bright Eyes,Manchester Apollo,Manchester,31-Aug,2022,37.4,Solo,,,,1,1,1
Strange Bones,Camden Underworld,London,30-Aug,2022,,Solo,Support,,,0,0,0
Static Dress,Camden Underworld,London,30-Aug,2022,18.45,Solo,,,,1,1,1
De'Wayne,Leeds Festival,Bramham Park,28-Aug,2022,,Katrina,Festival,,,0,0,0
The Lathums,Leeds Festival,Bramham Park,28-Aug,2022,,Katrina,Festival,,,0,0,0
Poppy,Leeds Festival,Bramham Park,28-Aug,2022,,Katrina,Festival,,,0,0,0
D-Block Europe,Leeds Festival,Bramham Park,28-Aug,2022,,Katrina,Festival,,,0,0,0
carolesdaughter,Leeds Festival,Bramham Park,28-Aug,2022,,Katrina,Festival,,,0,0,0
The Skinner Brothers,Leeds Festival,Bramham Park,28-Aug,2022,,Katrina,Festival,,,0,0,0
Static Dress,Leeds Festival,Bramham Park,28-Aug,2022,,Katrina,Festival,,,0,0,0
Enter Shikari,Leeds Festival,Bramham Park,28-Aug,2022,,Katrina,Festival,,,0,0,0
Fontaines D.C.,Leeds Festival,Bramham Park,28-Aug,2022,,Katrina,Festival,,,0,0,0
Wolf Alice,Leeds Festival,Bramham Park,28-Aug,2022,,Katrina,Festival,,,0,0,0
Bring Me the Horizon,Leeds Festival,Bramham Park,28-Aug,2022,,Katrina,Festival,,,0,0,0
Arctic Monkeys,Leeds Festival,Bramham Park,28-Aug,2022,77.85,Katrina,Festival,,,1,1,1
BBNo$,Leeds Festival,Bramham Park,27-Aug,2022,,Katrina,Festival,,,0,0,0
Priestgate,Leeds Festival,Bramham Park,27-Aug,2022,,Katrina,Festival,,,0,0,0
Bilk,Leeds Festival,Bramham Park,27-Aug,2022,,Katrina,Festival,,,0,0,0
Deadletter,Leeds Festival,Bramham Park,27-Aug,2022,,Katrina,Festival,,,0,0,0
Honeyglaze,Leeds Festival,Bramham Park,27-Aug,2022,,Katrina,Festival,,,0,0,0
Joy Crookes,Leeds Festival,Bramham Park,27-Aug,2022,,Katrina,Festival,,,0,0,0
Scene Queen,Leeds Festival,Bramham Park,27-Aug,2022,,Katrina,Festival,,,0,0,0
Tigress,Leeds Festival,Bramham Park,27-Aug,2022,,Katrina,Festival,,,0,0,0
Frank Carter,Leeds Festival,Bramham Park,27-Aug,2022,,Katrina,Festival,,,0,0,0
Black Honey,Leeds Festival,Bramham Park,27-Aug,2022,,Katrina,Festival,,,0,0,0
Witch Fever,Leeds Festival,Bramham Park,27-Aug,2022,,Katrina,Festival,,,0,0,0
Glass Animals,Leeds Festival,Bramham Park,27-Aug,2022,,Katrina,Festival,,,0,0,0
Kid Kapichi,Leeds Festival,Bramham Park,27-Aug,2022,,Katrina,Festival,,,0,0,0
Tigercub,Leeds Festival,Bramham Park,27-Aug,2022,,Katrina,Festival,,,0,0,0
Cleopatrick,Leeds Festival,Bramham Park,27-Aug,2022,,Katrina,Festival,,,0,0,0
As It Is,Leeds Festival,Bramham Park,27-Aug,2022,77.86,Katrina,Festival,,,1,1,1
Bru-C,Leeds Festival,Bramham Park,26-Aug,2022,,Katrina,Festival,,,0,0,0
DMA's,Leeds Festival,Bramham Park,26-Aug,2022,,Katrina,Festival,,,0,0,0
Charli XCX,Leeds Festival,Bramham Park,26-Aug,2022,,Katrina,Festival,,,0,0,0
Halsey,Leeds Festival,Bramham Park,26-Aug,2022,,Katrina,Festival,,,0,0,0
Courting,Leeds Festival,Bramham Park,26-Aug,2022,,Katrina,Festival,,,0,0,0
LICE,Leeds Festival,Bramham Park,26-Aug,2022,,Katrina,Festival,,,0,0,0
Boy Bleach,Leeds Festival,Bramham Park,26-Aug,2022,,Katrina,Festival,,,0,0,0
Miso Extra,Leeds Festival,Bramham Park,26-Aug,2022,,Katrina,Festival,,,0,0,0
Stone,Leeds Festival,Bramham Park,26-Aug,2022,,Katrina,Festival,,,0,0,0
Anorak Patch,Leeds Festival,Bramham Park,26-Aug,2022,,Katrina,Festival,,,0,0,0
Run the Jewels,Leeds Festival,Bramham Park,26-Aug,2022,,Katrina,Festival,,,0,0,0
Bad Boy Chiller Crew,Leeds Festival,Bramham Park,26-Aug,2022,,Katrina,Festival,,,0,0,0
100 Gecs,Leeds Festival,Bramham Park,26-Aug,2022,,Katrina,Festival,,,0,0,0
Daisy Brain,Leeds Festival,Bramham Park,26-Aug,2022,,Katrina,Festival,,,0,0,0
The Blinders,Leeds Festival,Bramham Park,26-Aug,2022,,Katrina,Festival,,,0,0,0
Crawlers,Leeds Festival,Bramham Park,26-Aug,2022,,Katrina,Festival,,,0,0,0
Bastille,Leeds Festival,Bramham Park,26-Aug,2022,,Katrina,Festival,,,0,0,0
The 1975,Leeds Festival,Bramham Park,26-Aug,2022,77.86,Katrina,Festival,,,1,1,1
Sophie Jamieson,Brudenell Social Club (Main),Leeds,24-Aug,2022,,Katrina,,,,0,0,0
Ezra Furman,Brudenell Social Club (Main),Leeds,24-Aug,2022,23.5,Katrina,,Yes,ef240822.jpg,1,1,1
Sloppy Jane,Manchester Apollo,Manchester,23-Jul,2022,,"Sam Harper, Paddy",Support,,,0,0,0
Phoebe Bridgers,Manchester Apollo,Manchester,23-Jul,2022,32.41,"Sam Harper, Paddy",,,,1,1,1
Soak,Manchester Albert Hall,Manchester,21-Jul,2022,,Solo,Support,,,0,0,0
Modest Mouse,Manchester Albert Hall,Manchester,21-Jul,2022,37.98,Solo,,,,1,1,1
Soak,Shepherds Bush Empire,London,18-Jul,2022,,Katrina,Support,,,0,0,0
Modest Mouse,Shepherds Bush Empire,London,18-Jul,2022,43.9,Katrina,,,,1,1,1
Hotel Lux,2000 Trees Festival,Upcote Farm,09-Jul,2022,,Katrina,Festival,,,0,0,0
You Me at Six,2000 Trees Festival,Upcote Farm,09-Jul,2022,,Katrina,Festival,,,0,0,0
Deez Nuts,2000 Trees Festival,Upcote Farm,09-Jul,2022,,Katrina,Festival,,,0,0,0
Twin Atlantic,2000 Trees Festival,Upcote Farm,09-Jul,2022,,Katrina,Festival,,,0,0,0
The Chats,2000 Trees Festival,Upcote Farm,09-Jul,2022,,Katrina,Festival,,,0,0,0
They Fell From The Sky,2000 Trees Festival,Upcote Farm,09-Jul,2022,,Katrina,Festival,,,0,0,0
Phoxjaw,2000 Trees Festival,Upcote Farm,09-Jul,2022,,Katrina,Festival,,,0,0,0
Laura Jane Grace,2000 Trees Festival,Upcote Farm,09-Jul,2022,,Katrina,Festival,,,0,0,0
The Violent Hearts,2000 Trees Festival,Upcote Farm,09-Jul,2022,,Katrina,Festival,,,0,0,0
Avalanche Party,2000 Trees Festival,Upcote Farm,09-Jul,2022,,Katrina,Festival,Yes,ap090722.jpg,0,0,0
CheryM,2000 Trees Festival,Upcote Farm,09-Jul,2022,,Katrina,Festival,,,0,0,0
Panic Shack,2000 Trees Festival,Upcote Farm,09-Jul,2022,,Katrina,Festival,,,0,0,0
Dream Nails,2000 Trees Festival,Upcote Farm,09-Jul,2022,,Katrina,Festival,,,0,0,0
Lizzy Farrall,2000 Trees Festival,Upcote Farm,09-Jul,2022,,Katrina,Festival,,,0,0,0
Mannequin Pussy,2000 Trees Festival,Upcote Farm,09-Jul,2022,,Katrina,Festival,,,0,0,0
Angel Du$t,2000 Trees Festival,Upcote Farm,09-Jul,2022,,Katrina,Festival,,,0,0,0
John,2000 Trees Festival,Upcote Farm,09-Jul,2022,,Katrina,Festival,,,0,0,0
Kid Kapichi,2000 Trees Festival,Upcote Farm,09-Jul,2022,,Katrina,Festival,,,0,0,0
The Amazons,2000 Trees Festival,Upcote Farm,09-Jul,2022,,Katrina,Festival,,,0,0,0
Gen and The Degenerates,2000 Trees Festival,Upcote Farm,09-Jul,2022,,Katrina,Festival,,,0,0,0
Press to Meco,2000 Trees Festival,Upcote Farm,09-Jul,2022,,Katrina,Festival,Yes,pm090722.jpg,0,0,0
Knocked Loose,2000 Trees Festival,Upcote Farm,09-Jul,2022,,Katrina,Festival,,,0,0,0
IDLES,2000 Trees Festival,Upcote Farm,09-Jul,2022,45.27,Katrina,Festival,,,1,1,1
Bob Vylan,2000 Trees Festival,Upcote Farm,08-Jul,2022,,Katrina,Festival,,,0,0,0
Salem,2000 Trees Festival,Upcote Farm,08-Jul,2022,,Katrina,Festival,,,0,0,0
Chapter and Verse,2000 Trees Festival,Upcote Farm,08-Jul,2022,,Katrina,Festival,Yes,cv080722.jpg,0,0,0
The Virginmarys,2000 Trees Festival,Upcote Farm,08-Jul,2022,,Katrina,Festival,,,0,0,0
Petrol Girls,2000 Trees Festival,Upcote Farm,08-Jul,2022,,Katrina,Festival,,,0,0,0
Orchards,2000 Trees Festival,Upcote Farm,08-Jul,2022,,Katrina,Festival,,,0,0,0
Roam,2000 Trees Festival,Upcote Farm,08-Jul,2022,,Katrina,Festival,,,0,0,0
Heck,2000 Trees Festival,Upcote Farm,08-Jul,2022,,Katrina,Festival,,,0,0,0
Boston Manor,2000 Trees Festival,Upcote Farm,08-Jul,2022,,Katrina,Festival,,,0,0,0
Ian Miles,2000 Trees Festival,Upcote Farm,08-Jul,2022,,Katrina,Festival,,,0,0,0
Rolo Tomassi,2000 Trees Festival,Upcote Farm,08-Jul,2022,,Katrina,Festival,,,0,0,0
Laura Jane Grace,2000 Trees Festival,Upcote Farm,08-Jul,2022,,Katrina,Festival,,,0,0,0
Young Guns,2000 Trees Festival,Upcote Farm,08-Jul,2022,,Katrina,Festival,,,0,0,0
Turnstile,2000 Trees Festival,Upcote Farm,08-Jul,2022,,Katrina,Festival,,,0,0,0
PUP,2000 Trees Festival,Upcote Farm,08-Jul,2022,,Katrina,Festival,,,0,0,0
Thrice,2000 Trees Festival,Upcote Farm,08-Jul,2022,45.28,Katrina,Festival,,,1,1,1
Stick To Your Guns,2000 Trees Festival,Upcote Farm,07-Jul,2022,,Katrina,Festival,,,0,0,0
Jimmy Eat World,2000 Trees Festival,Upcote Farm,07-Jul,2022,,Katrina,Festival,,,0,0,0
Lonely The Brave,2000 Trees Festival,Upcote Farm,07-Jul,2022,,Katrina,Festival,,,0,0,0
Cassels,2000 Trees Festival,Upcote Farm,07-Jul,2022,,Katrina,Festival,,,0,0,0
Superlove,2000 Trees Festival,Upcote Farm,07-Jul,2022,,Katrina,Festival,,,0,0,0
Can't Swim,2000 Trees Festival,Upcote Farm,07-Jul,2022,,Katrina,Festival,,,0,0,0
The Get Up Kids,2000 Trees Festival,Upcote Farm,07-Jul,2022,,Katrina,Festival,,,0,0,0
Holding Absence,2000 Trees Festival,Upcote Farm,07-Jul,2022,,Katrina,Festival,,,0,0,0
Phoxjaw,2000 Trees Festival,Upcote Farm,07-Jul,2022,,Katrina,Festival,Yes,pj070722.jpg,0,0,0
Marisa and the Moths,2000 Trees Festival,Upcote Farm,07-Jul,2022,,Katrina,Festival,,,0,0,0
Crashface,2000 Trees Festival,Upcote Farm,07-Jul,2022,,Katrina,Festival,,,0,0,0
Delaire The Liar,2000 Trees Festival,Upcote Farm,07-Jul,2022,,Katrina,Festival,,,0,0,0
Kneecap,2000 Trees Festival,Upcote Farm,07-Jul,2022,,Katrina,Festival,,,0,0,0
Graywave,2000 Trees Festival,Upcote Farm,07-Jul,2022,,Katrina,Festival,,,0,0,0
The Luka State,2000 Trees Festival,Upcote Farm,07-Jul,2022,,Katrina,Festival,,,0,0,0
Haggard Cat,2000 Trees Festival,Upcote Farm,07-Jul,2022,,Katrina,Festival,,,0,0,0
Dinosaur Pile-Up,2000 Trees Festival,Upcote Farm,07-Jul,2022,,Katrina,Festival,,,0,0,0
Airways,2000 Trees Festival,Upcote Farm,07-Jul,2022,,Katrina,Festival,Yes,aw070722.jpg,0,0,0
Tigercub,2000 Trees Festival,Upcote Farm,07-Jul,2022,,Katrina,Festival,,,0,0,0
Beans On Toast,2000 Trees Festival,Upcote Farm,07-Jul,2022,,Katrina,Festival,,,0,0,0
Anti-Flag,2000 Trees Festival,Upcote Farm,07-Jul,2022,,Katrina,Festival,,,0,0,0
Creeper,2000 Trees Festival,Upcote Farm,07-Jul,2022,45.28,Katrina,Festival,,,1,1,1
Haggard Cat,2000 Trees Festival,Upcote Farm,06-Jul,2022,,Katrina,Festival,,,0,0,0
Heavy Lungs,2000 Trees Festival,Upcote Farm,06-Jul,2022,,Katrina,Festival,,,0,0,0
Non Canon,2000 Trees Festival,Upcote Farm,06-Jul,2022,,Katrina,Festival,,,0,0,0
Andy Oliveri,2000 Trees Festival,Upcote Farm,06-Jul,2022,,Katrina,Festival,,,0,0,0
Palm Reader,2000 Trees Festival,Upcote Farm,06-Jul,2022,,Katrina,Festival,,,0,0,0
Black Foxxes,2000 Trees Festival,Upcote Farm,06-Jul,2022,,Katrina,Festival,,,0,0,0
Johnny Foreigner,2000 Trees Festival,Upcote Farm,06-Jul,2022,,Katrina,Festival,,,0,0,0
Pulled Apart By Horses,2000 Trees Festival,Upcote Farm,06-Jul,2022,34,Katrina,Festival,,,1,1,1
High Hi,Rock Werchter,Werchter,03-Jul,2022,,Katrina,Festival,,,0,0,0
Big Thief,Rock Werchter,Werchter,03-Jul,2022,,Katrina,Festival,,,0,0,0
The Record Company,Rock Werchter,Werchter,03-Jul,2022,,Katrina,Festival,,,0,0,0
FEVER 333,Rock Werchter,Werchter,03-Jul,2022,,Katrina,Festival,,,0,0,0
Keane,Rock Werchter,Werchter,03-Jul,2022,,Katrina,Festival,,,0,0,0
Jehnny Beth,Rock Werchter,Werchter,03-Jul,2022,,Katrina,Festival,,,0,0,0
Modest Mouse,Rock Werchter,Werchter,03-Jul,2022,,Katrina,Festival,Yes,mm030722.jpg,0,0,0
Michael Kiwanuka,Rock Werchter,Werchter,03-Jul,2022,,Katrina,Festival,,,0,0,0
Royal Blood,Rock Werchter,Werchter,03-Jul,2022,,Katrina,Festival,,,0,0,0
Snail Mail,Rock Werchter,Werchter,03-Jul,2022,,Katrina,Festival,,,0,0,0
The Killers,Rock Werchter,Werchter,03-Jul,2022,,Katrina,Festival,,,0,0,0
Red Hot Chili Peppers,Rock Werchter,Werchter,03-Jul,2022,51.75,Katrina,Festival,,,1,1,1
Mother Mother,Rock Werchter,Werchter,02-Jul,2022,,Katrina,Festival,,,0,0,0
Marcus King,Rock Werchter,Werchter,02-Jul,2022,,Katrina,Festival,,,0,0,0
Nothing But Thieves,Rock Werchter,Werchter,02-Jul,2022,,Katrina,Festival,Yes,nbt020722.jpg,0,0,0
Sabrina Claudio,Rock Werchter,Werchter,02-Jul,2022,,Katrina,Festival,,,0,0,0
Phoebe Bridgers,Rock Werchter,Werchter,02-Jul,2022,,Katrina,Festival,,,0,0,0
YUNGBLUD,Rock Werchter,Werchter,02-Jul,2022,,Katrina,Festival,,,0,0,0
Jorja Smith,Rock Werchter,Werchter,02-Jul,2022,,Katrina,Festival,,,0,0,0
Leon Bridges,Rock Werchter,Werchter,02-Jul,2022,,Katrina,Festival,,,0,0,0
Kennyhoopla,Rock Werchter,Werchter,02-Jul,2022,,Katrina,Festival,,,0,0,0
Jamie XX,Rock Werchter,Werchter,02-Jul,2022,,Katrina,Festival,,,0,0,0
grandson,Rock Werchter,Werchter,02-Jul,2022,,Katrina,Festival,Yes,gs020722.jpg,0,0,0
Imagine Dragons,Rock Werchter,Werchter,02-Jul,2022,,Katrina,Festival,,,0,0,0
Twenty One Pilots,Rock Werchter,Werchter,02-Jul,2022,51.76,Katrina,Festival,,,1,1,1
Sum 41,Rock Werchter,Werchter,01-Jul,2022,,Katrina,Festival,,,0,0,0
MOLYBARON,Rock Werchter,Werchter,01-Jul,2022,,Katrina,Festival,,,0,0,0
Miles Kane,Rock Werchter,Werchter,01-Jul,2022,,Katrina,Festival,,,0,0,0
IDLES,Rock Werchter,Werchter,01-Jul,2022,,Katrina,Festival,,,0,0,0
Waterparks,Rock Werchter,Werchter,01-Jul,2022,,Katrina,Festival,,,0,0,0
Inhaler,Rock Werchter,Werchter,01-Jul,2022,,Katrina,Festival,,,0,0,0
Lewis Capaldi,Rock Werchter,Werchter,01-Jul,2022,,Katrina,Festival,,,0,0,0
Girl In Red,Rock Werchter,Werchter,01-Jul,2022,,Katrina,Festival,,,0,0,0
Bazart,Rock Werchter,Werchter,01-Jul,2022,,Katrina,Festival,,,0,0,0
The Last Internationale,Rock Werchter,Werchter,01-Jul,2022,,Katrina,Festival,,,0,0,0
Parcels,Rock Werchter,Werchter,01-Jul,2022,,Katrina,Festival,,,0,0,0
alt-J,Rock Werchter,Werchter,01-Jul,2022,,Katrina,Festival,,,0,0,0
The Chats,Rock Werchter,Werchter,01-Jul,2022,,Katrina,Festival,,,0,0,0
Turnstile,Rock Werchter,Werchter,01-Jul,2022,,Katrina,Festival,,,0,0,0
Metallica,Rock Werchter,Werchter,01-Jul,2022,51.75,Katrina,Festival,,,1,1,1
Altin Gun,Rock Werchter,Werchter,30-Jun,2022,,Katrina,Festival,,,0,0,0
Gang of Youths,Rock Werchter,Werchter,30-Jun,2022,,Katrina,Festival,,,0,0,0
The Dead South,Rock Werchter,Werchter,30-Jun,2022,,Katrina,Festival,,,0,0,0
Fontaines D.C.,Rock Werchter,Werchter,30-Jun,2022,,Katrina,Festival,,,0,0,0
HAIM,Rock Werchter,Werchter,30-Jun,2022,,Katrina,Festival,,,0,0,0
Lady Blackbird,Rock Werchter,Werchter,30-Jun,2022,,Katrina,Festival,,,0,0,0
Carly Rae Jepson,Rock Werchter,Werchter,30-Jun,2022,,Katrina,Festival,,,0,0,0
Pixies,Rock Werchter,Werchter,30-Jun,2022,,Katrina,Festival,,,0,0,0
Beck,Rock Werchter,Werchter,30-Jun,2022,,Katrina,Festival,,,0,0,0
Black Pumas,Rock Werchter,Werchter,30-Jun,2022,,Katrina,Festival,,,0,0,0
White Reaper,Rock Werchter,Werchter,30-Jun,2022,,Katrina,Festival,,,0,0,0
The War On Drugs,Rock Werchter,Werchter,30-Jun,2022,,Katrina,Festival,,,0,0,0
Pearl Jam,Rock Werchter,Werchter,30-Jun,2022,51.76,Katrina,Festival,,,1,1,1
Island of Love,Hammersmith Apollo,London,27-Jun,2022,,Katrina,Support,,,0,0,0
Jack White,Hammersmith Apollo,London,27-Jun,2022,62.18,Katrina,,,,1,1,1
Red Hot Chili Peppers,London Stadium,London,26-Jun,2022,98.35,Katrina,,,,1,1,1
Amyl and the Sniffers,Huddersfield Stadium,Huddersfield,25-Jun,2022,,Katrina,Support,,,0,0,0
Weezer,Huddersfield Stadium,Huddersfield,25-Jun,2022,,Katrina,Support,,,0,0,0
Fall Out Boy,Huddersfield Stadium,Huddersfield,25-Jun,2022,,Katrina,Support,,,0,0,0
Green Day,Huddersfield Stadium,Huddersfield,25-Jun,2022,83.63,Katrina,,,,1,1,1
Junius Meyvant,Victoria Warehouse,Manchester,17-Jun,2022,,Katrina,Support,,,0,0,0
Belle Mt,Victoria Warehouse,Manchester,17-Jun,2022,,Katrina,Support,,,0,0,0
Kaleo,Victoria Warehouse,Manchester,17-Jun,2022,32.05,Katrina,,,,1,1,1
Low Hummer,Brudenell Social Club (Main),Leeds,15-Jun,2022,,Katrina,Support,Yes,lh150622.jpg,0,0,0
